"strain","host","plasmid","plasmid_2","strain_2","media","sugar","amino_acids","inducer","concentration","init_ratio","init_dilution","well","time","GFP","mCherry","OD600","OD700","row","column","normalised_OD","normalised_GFP","normalised_mCherry","calibrated_OD","calibrated_GFP"
"","","","","","","","","",NA,NA,NA,"G3",15598.964,NA,NA,NA,NA,"G",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G4",15598.964,NA,NA,NA,NA,"G",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G5",15598.964,NA,NA,NA,NA,"G",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G6",15598.964,NA,NA,NA,NA,"G",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G7",15598.964,NA,NA,NA,NA,"G",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G8",15598.964,NA,NA,NA,NA,"G",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G9",15598.964,NA,NA,NA,NA,"G",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G10",15598.964,NA,NA,NA,NA,"G",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G11",15598.964,NA,NA,NA,NA,"G",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G12",15598.964,NA,NA,NA,NA,"G",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H1",15598.964,NA,NA,NA,NA,"H",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H2",15598.964,NA,NA,NA,NA,"H",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H3",15598.964,NA,NA,NA,NA,"H",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H4",15598.964,NA,NA,NA,NA,"H",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H5",15598.964,NA,NA,NA,NA,"H",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H6",15598.964,NA,NA,NA,NA,"H",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H7",15598.964,NA,NA,NA,NA,"H",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H8",15598.964,NA,NA,NA,NA,"H",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H9",15598.964,NA,NA,NA,NA,"H",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H10",15598.964,NA,NA,NA,NA,"H",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H11",15598.964,NA,NA,NA,NA,"H",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H12",15598.964,NA,NA,NA,NA,"H",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A1",16798.858,NA,NA,NA,NA,"A",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A2",16798.858,NA,NA,NA,NA,"A",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A3",16798.858,NA,NA,NA,NA,"A",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A4",16798.858,NA,NA,NA,NA,"A",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A5",16798.858,NA,NA,NA,NA,"A",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A6",16798.858,NA,NA,NA,NA,"A",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A7",16798.858,NA,NA,NA,NA,"A",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A8",16798.858,NA,NA,NA,NA,"A",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A9",16798.858,NA,NA,NA,NA,"A",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A10",16798.858,NA,NA,NA,NA,"A",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A11",16798.858,NA,NA,NA,NA,"A",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A12",16798.858,NA,NA,NA,NA,"A",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B1",16798.858,NA,NA,NA,NA,"B",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B2",16798.858,NA,NA,NA,NA,"B",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B3",16798.858,NA,NA,NA,NA,"B",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B4",16798.858,NA,NA,NA,NA,"B",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B5",16798.858,NA,NA,NA,NA,"B",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B6",16798.858,NA,NA,NA,NA,"B",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B7",16798.858,NA,NA,NA,NA,"B",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B8",16798.858,NA,NA,NA,NA,"B",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B9",16798.858,NA,NA,NA,NA,"B",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B10",16798.858,NA,NA,NA,NA,"B",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B11",16798.858,NA,NA,NA,NA,"B",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B12",16798.858,NA,NA,NA,NA,"B",12,NA,NA,NA,NA,NA
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,1,0.140625,"C1",16798.858,37165,13686,0.4399,0.3617,"C",1,0.2753,23681.8053000286,12816.9699043154,226500820.406823,0.0279598112008032
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.8,0.140625,"C2",16798.858,33679,12790,0.4358,0.3594,"C",2,0.273,20251.3216792498,11936.5221835191,224608514.242872,0.0239096269707898
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.6,0.140625,"C3",16798.858,26663,9867,0.3905,0.3342,"C",3,0.2478,14367.9713923775,9048.16670341882,203875420.620453,0.0169634773354433
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.4,0.140625,"C4",16798.858,21156,7235,0.3532,0.2943,"C",4,0.2079,11510.7088660019,6406.11700422623,171048022.384956,0.0135900638740762
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.2,0.140625,"C5",16798.858,17530,2675,0.3885,0.3193,"C",5,0.2329,6413.73888625117,1828.41905498078,191616567.645292,0.00757235042172295
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0,0.140625,"C6",16798.858,18129,1223,0.4942,0.4014,"C",6,0.315,-1565.29637807807,-179.483240766561,259163670.280237,-0.00184805975093085
"","","","","","","","","",NA,NA,NA,"C7",16798.858,NA,NA,NA,NA,"C",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"C8",16798.858,NA,NA,NA,NA,"C",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"C9",16798.858,NA,NA,NA,NA,"C",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"C10",16798.858,NA,NA,NA,NA,"C",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"C11",16798.858,NA,NA,NA,NA,"C",11,NA,NA,NA,NA,NA
"","","","","","M9","0.4% glycerol","casamino acids","AHL",0,NA,NA,"C12",16798.858,6062,857,0.093,0.0878,"C",12,0.0014,-792.493927633168,118.552653355388,1151838.53457883,-0.000935654200078217
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,1,0.052734375,"D1",16798.858,26132,11587,0.3626,0.3115,"D",1,0.2251,15607.222434306,10734.1122818175,185199181.524067,0.0184265932053588
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.8,0.052734375,"D2",16798.858,22509,9736,0.3258,0.2783,"D",2,0.1919,13129.0889882778,8957.83953592349,157884153.418341,0.0155007966960335
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.6,0.052734375,"D3",16798.858,18575,7195,0.3109,0.2596,"D",3,0.1732,9186.79882382888,6464.04340643726,142498881.563609,0.0108463504956569
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.4,0.052734375,"D4",16798.858,15248,4192,0.3389,0.2819,"D",4,0.1955,5845.63633865851,3401.90114115163,160846023.935829,0.00690162284111206
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.2,0.052734375,"D5",16798.858,14800,2043,0.4272,0.3507,"D",5,0.2643,1618.11510818805,1225.85765574118,217450660.492275,0.00191041993433036
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0,0.052734375,"D6",16798.858,14389,938,0.4522,0.3707,"D",6,0.2843,594.402453207709,-16.0857583976708,233905496.700544,0.000701778439541588
"","","","","","","","","",NA,NA,NA,"D7",16798.858,NA,NA,NA,NA,"D",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D8",16798.858,NA,NA,NA,NA,"D",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D9",16798.858,NA,NA,NA,NA,"D",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D10",16798.858,NA,NA,NA,NA,"D",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D11",16798.858,NA,NA,NA,NA,"D",11,NA,NA,NA,NA,NA
"","","","","","M9","0.4% glycerol","casamino acids","AHL",0,NA,NA,"D12",16798.858,6108,809,0.09,0.085,"D",12,-0.0014,-816.086674797702,67.2223060250694,-1151838.53457883,-0.000963508865213389
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,1,0.019775391,"E1",16798.858,16286,7482,0.2525,0.2146,"E",1,0.1282,8238.06963748175,6721.76935333913,105475500.095004,0.00972623787776773
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.8,0.019775391,"E2",16798.858,15039,6173,0.2748,0.2323,"E",2,0.1459,6168.14776328103,5438.95367826292,120038030.139322,0.00728239442623007
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.6,0.019775391,"E3",16798.858,13376,4133,0.2931,0.2453,"E",3,0.1589,4114.27234763904,3410.8717613249,130733673.674697,0.00485749614994655
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.4,0.019775391,"E4",16798.858,12290,2589,0.3193,0.2669,"E",4,0.1805,2907.01704616061,1843.91349849908,148504896.779628,0.00343215589936757
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.2,0.019775391,"E5",16798.858,11012,1512,0.344,0.2856,"E",5,0.1992,1566.07951604444,709.606692287691,163890168.634359,0.00184898435905961
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0,0.019775391,"E6",16798.858,10747,916,0.3644,0.3031,"E",6,0.2167,737.60380416959,68.528296626366,178288150.316594,0.000870848435931995
"","","","","","","","","",NA,NA,NA,"E7",16798.858,NA,NA,NA,NA,"E",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E8",16798.858,NA,NA,NA,NA,"E",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E9",16798.858,NA,NA,NA,NA,"E",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E10",16798.858,NA,NA,NA,NA,"E",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E11",16798.858,NA,NA,NA,NA,"E",11,NA,NA,NA,NA,NA
"","","","","","M9","0.4% glycerol","casamino acids","AHL",0,NA,NA,"E12",16798.858,6361,707,0.0943,0.0892,"E",12,0.0028,-458.697554051152,-29.7821729794841,2303677.06915766,-0.000541559093449895
"","","","","","","","","",NA,NA,NA,"F1",16798.858,NA,NA,NA,NA,"F",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F2",16798.858,NA,NA,NA,NA,"F",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F3",16798.858,NA,NA,NA,NA,"F",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F4",16798.858,NA,NA,NA,NA,"F",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F5",16798.858,NA,NA,NA,NA,"F",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F6",16798.858,NA,NA,NA,NA,"F",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F7",16798.858,NA,NA,NA,NA,"F",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F8",16798.858,NA,NA,NA,NA,"F",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F9",16798.858,NA,NA,NA,NA,"F",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F10",16798.858,NA,NA,NA,NA,"F",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F11",16798.858,NA,NA,NA,NA,"F",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F12",16798.858,NA,NA,NA,NA,"F",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G1",16798.858,NA,NA,NA,NA,"G",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G2",16798.858,NA,NA,NA,NA,"G",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G3",16798.858,NA,NA,NA,NA,"G",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G4",16798.858,NA,NA,NA,NA,"G",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G5",16798.858,NA,NA,NA,NA,"G",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G6",16798.858,NA,NA,NA,NA,"G",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G7",16798.858,NA,NA,NA,NA,"G",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G8",16798.858,NA,NA,NA,NA,"G",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G9",16798.858,NA,NA,NA,NA,"G",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G10",16798.858,NA,NA,NA,NA,"G",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G11",16798.858,NA,NA,NA,NA,"G",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G12",16798.858,NA,NA,NA,NA,"G",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H1",16798.858,NA,NA,NA,NA,"H",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H2",16798.858,NA,NA,NA,NA,"H",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H3",16798.858,NA,NA,NA,NA,"H",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H4",16798.858,NA,NA,NA,NA,"H",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H5",16798.858,NA,NA,NA,NA,"H",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H6",16798.858,NA,NA,NA,NA,"H",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H7",16798.858,NA,NA,NA,NA,"H",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H8",16798.858,NA,NA,NA,NA,"H",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H9",16798.858,NA,NA,NA,NA,"H",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H10",16798.858,NA,NA,NA,NA,"H",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H11",16798.858,NA,NA,NA,NA,"H",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H12",16798.858,NA,NA,NA,NA,"H",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A1",17998.854,NA,NA,NA,NA,"A",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A2",17998.854,NA,NA,NA,NA,"A",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A3",17998.854,NA,NA,NA,NA,"A",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A4",17998.854,NA,NA,NA,NA,"A",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A5",17998.854,NA,NA,NA,NA,"A",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A6",17998.854,NA,NA,NA,NA,"A",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A7",17998.854,NA,NA,NA,NA,"A",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A8",17998.854,NA,NA,NA,NA,"A",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A9",17998.854,NA,NA,NA,NA,"A",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A10",17998.854,NA,NA,NA,NA,"A",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A11",17998.854,NA,NA,NA,NA,"A",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A12",17998.854,NA,NA,NA,NA,"A",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B1",17998.854,NA,NA,NA,NA,"B",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B2",17998.854,NA,NA,NA,NA,"B",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B3",17998.854,NA,NA,NA,NA,"B",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B4",17998.854,NA,NA,NA,NA,"B",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B5",17998.854,NA,NA,NA,NA,"B",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B6",17998.854,NA,NA,NA,NA,"B",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B7",17998.854,NA,NA,NA,NA,"B",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B8",17998.854,NA,NA,NA,NA,"B",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B9",17998.854,NA,NA,NA,NA,"B",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B10",17998.854,NA,NA,NA,NA,"B",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B11",17998.854,NA,NA,NA,NA,"B",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B12",17998.854,NA,NA,NA,NA,"B",12,NA,NA,NA,NA,NA
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,1,0.140625,"C1",17998.854,39666,14292,0.4443,0.3633,"C",1,0.27675,26145.9852929967,13411.8451620957,227693796.031922,0.0308691336318976
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.8,0.140625,"C2",17998.854,36456,13230,0.446,0.365,"C",2,0.27845,22888.7391886931,12335.5209868377,229092457.109625,0.0270234814547483
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.6,0.140625,"C3",17998.854,29216,10653,0.4188,0.3439,"C",3,0.25735,16329.3337308611,9843.59419952844,211732604.909901,0.0192791504855937
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.4,0.140625,"C4",17998.854,23673,8205,0.3639,0.3042,"C",4,0.21765,13613.2858693393,7356.26266914665,179069755.036487,0.0160724614490783
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.2,0.140625,"C5",17998.854,18398,2922,0.3863,0.3161,"C",5,0.22955,7545.23530183079,2071.5127436286,188860382.580407,0.00890824630268238
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0,0.140625,"C6",17998.854,19633,1396,0.5036,0.4082,"C",6,0.32165,-2699.24628594357,-66.9672022744926,264634903.319486,-0.00318685233593066
"","","","","","","","","",NA,NA,NA,"C7",17998.854,NA,NA,NA,NA,"C",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"C8",17998.854,NA,NA,NA,NA,"C",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"C9",17998.854,NA,NA,NA,NA,"C",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"C10",17998.854,NA,NA,NA,NA,"C",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"C11",17998.854,NA,NA,NA,NA,"C",11,NA,NA,NA,NA,NA
"","","","","","M9","0.4% glycerol","casamino acids","AHL",0,NA,NA,"C12",17998.854,6137,651,0.0925,0.0879,"C",12,0.00135,-718.73665526112,-87.5068171327339,1110701.44405816,-0.000848573025983513
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,1,0.052734375,"D1",17998.854,30509,12427,0.4046,0.3407,"D",1,0.25415,17797.3102693203,11616.4016186749,209099831.116578,0.0210123100290715
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.8,0.052734375,"D2",17998.854,26307,10342,0.37,0.3201,"D",2,0.23355,15138.5500163304,9496.35328436193,192151349.822061,0.0178732573360868
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.6,0.052734375,"D3",17998.854,21696,8260,0.3338,0.2799,"D",3,0.19335,12309.1309793456,7477.06061108362,159077129.04344,0.0145327171585202
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.4,0.052734375,"D4",17998.854,16764,4999,0.3452,0.2876,"D",4,0.20105,7287.59148057221,4190.5873044167,165412240.983624,0.00860406034607229
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.2,0.052734375,"D5",17998.854,16557,2213,0.4486,0.3673,"D",5,0.28075,2914.88671888083,1296.97182102186,230984763.273576,0.00344144719117077
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0,0.052734375,"D6",17998.854,16348,1122,0.4721,0.3872,"D",6,0.30065,702.696314858604,-67.7645346673544,247357325.300804,0.000829635074101507
"","","","","","","","","",NA,NA,NA,"D7",17998.854,NA,NA,NA,NA,"D",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D8",17998.854,NA,NA,NA,NA,"D",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D9",17998.854,NA,NA,NA,NA,"D",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D10",17998.854,NA,NA,NA,NA,"D",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D11",17998.854,NA,NA,NA,NA,"D",11,NA,NA,NA,NA,NA
"","","","","","M9","0.4% glycerol","casamino acids","AHL",0,NA,NA,"D12",17998.854,6089,686,0.0899,0.0852,"D",12,-0.00135,-833.84394717051,-55.7182234869783,-1110701.44405816,-0.000984473904689681
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,1,0.019775391,"E1",17998.854,19757,9046,0.2891,0.2435,"E",1,0.15695,10535.2553885574,8323.1694848995,129129327.144391,0.0124383993485477
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.8,0.019775391,"E2",17998.854,17621,7713,0.3015,0.2523,"E",2,0.16575,8267.3083377335,6989.73015924464,136369455.076029,0.00976075841065948
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.6,0.019775391,"E3",17998.854,15318,5085,0.3101,0.258,"E",3,0.17145,5933.23121471758,4356.45736918622,141059083.395386,0.00700504131642427
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.4,0.019775391,"E4",17998.854,13890,3188,0.3541,0.2908,"E",4,0.20425,4346.10608105154,2369.58242410946,168045014.776947,0.00513120954865365
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.2,0.019775391,"E5",17998.854,12393,1588,0.3896,0.3232,"E",5,0.23665,973.110290291392,747.473219199565,194701849.434343,0.00114889805272038
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0,0.019775391,"E6",17998.854,12047,858,0.4079,0.3376,"E",6,0.25105,-472.326132775734,44.1660949667311,206549331.504297,-0.000557649610336043
"","","","","","","","","",NA,NA,NA,"E7",17998.854,NA,NA,NA,NA,"E",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E8",17998.854,NA,NA,NA,NA,"E",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E9",17998.854,NA,NA,NA,NA,"E",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E10",17998.854,NA,NA,NA,NA,"E",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E11",17998.854,NA,NA,NA,NA,"E",11,NA,NA,NA,NA,NA
