"ï..strain","host","plasmid","plasmid_2","strain_2","media","sugar","amino_acids","inducer","concentration","init_ratio","init_dilution","well","time","600","mApple2:579,616","mNeon:479,520","row","column"
"","","","","","","","","",NA,NA,NA,"C8",29919,0.148,51,28224,"C",8
"","","","","","","","","",NA,NA,NA,"C8",30219,0.148,56,28513,"C",8
"","","","","","","","","",NA,NA,NA,"C8",30519,0.148,59,28463,"C",8
"","","","","","","","","",NA,NA,NA,"C8",30819,0.148,50,28182,"C",8
"","","","","","","","","",NA,NA,NA,"C8",31119,0.147,62,28607,"C",8
"","","","","","","","","",NA,NA,NA,"C8",31419,0.148,51,27184,"C",8
"","","","","","","","","",NA,NA,NA,"C8",31719,0.148,53,28325,"C",8
"","","","","","","","","",NA,NA,NA,"C8",32019,0.148,55,28660,"C",8
"","","","","","","","","",NA,NA,NA,"C8",32319,0.147,55,29180,"C",8
"","","","","","","","","",NA,NA,NA,"C8",32619,0.148,53,29060,"C",8
"","","","","","","","","",NA,NA,NA,"C8",32919,0.148,49,29154,"C",8
"","","","","","","","","",NA,NA,NA,"C8",33219,0.147,51,28460,"C",8
"","","","","","","","","",NA,NA,NA,"C8",33519,0.147,58,29370,"C",8
"","","","","","","","","",NA,NA,NA,"C8",33819,0.147,55,28033,"C",8
"","","","","","","","","",NA,NA,NA,"C8",34119,0.147,61,29425,"C",8
"","","","","","","","","",NA,NA,NA,"C8",34419,0.147,49,28963,"C",8
"","","","","","","","","",NA,NA,NA,"C8",34719,0.147,51,28459,"C",8
"","","","","","","","","",NA,NA,NA,"C8",35019,0.147,51,29818,"C",8
"","","","","","","","","",NA,NA,NA,"C8",35319,0.147,55,28409,"C",8
"","","","","","","","","",NA,NA,NA,"C8",35619,0.147,58,29544,"C",8
"","","","","","","","","",NA,NA,NA,"C8",35919,0.146,62,28442,"C",8
"","","","","","","","","",NA,NA,NA,"C8",36219,0.146,49,28884,"C",8
"","","","","","","","","",NA,NA,NA,"C8",36519,0.147,55,28640,"C",8
"","","","","","","","","",NA,NA,NA,"C8",36819,0.146,55,29152,"C",8
"","","","","","","","","",NA,NA,NA,"C8",37119,0.146,54,28931,"C",8
"","","","","","","","","",NA,NA,NA,"C8",37419,0.146,51,29106,"C",8
"","","","","","","","","",NA,NA,NA,"C8",37719,0.146,53,29720,"C",8
"","","","","","","","","",NA,NA,NA,"C8",38019,0.146,53,28732,"C",8
"","","","","","","","","",NA,NA,NA,"C8",38319,0.146,59,29448,"C",8
"","","","","","","","","",NA,NA,NA,"C8",38619,0.146,62,30373,"C",8
"","","","","","","","","",NA,NA,NA,"C8",38919,0.146,55,29594,"C",8
"","","","","","","","","",NA,NA,NA,"C8",39219,0.146,45,29218,"C",8
"","","","","","","","","",NA,NA,NA,"C8",39519,0.145,60,29375,"C",8
"","","","","","","","","",NA,NA,NA,"C8",39819,0.145,50,29083,"C",8
"","","","","","","","","",NA,NA,NA,"C8",40119,0.145,55,29344,"C",8
"","","","","","","","","",NA,NA,NA,"C8",40419,0.145,49,29315,"C",8
"","","","","","","","","",NA,NA,NA,"C8",40719,0.145,55,30906,"C",8
"","","","","","","","","",NA,NA,NA,"C8",41019,0.145,57,30052,"C",8
"","","","","","","","","",NA,NA,NA,"C8",41319,0.145,54,29590,"C",8
"","","","","","","","","",NA,NA,NA,"C8",41619,0.145,55,29332,"C",8
"","","","","","","","","",NA,NA,NA,"C8",41919,0.145,49,30356,"C",8
"","","","","","","","","",NA,NA,NA,"C8",42219,0.145,52,30159,"C",8
"","","","","","","","","",NA,NA,NA,"C8",42519,0.145,49,29109,"C",8
"","","","","","","","","",NA,NA,NA,"C8",42819,0.145,50,30606,"C",8
"","","","","","","","","",NA,NA,NA,"C8",43119,0.145,56,30071,"C",8
"","","","","","","","","",NA,NA,NA,"C8",43419,0.144,59,29396,"C",8
"","","","","","","","","",NA,NA,NA,"C8",43719,0.144,48,30262,"C",8
"","","","","","","","","",NA,NA,NA,"C8",44019,0.144,57,30100,"C",8
"","","","","","","","","",NA,NA,NA,"C8",44319,0.144,49,30594,"C",8
"","","","","","","","","",NA,NA,NA,"C8",44619,0.144,46,30464,"C",8
"","","","","","","","","",NA,NA,NA,"C8",44919,0.144,47,30488,"C",8
"","","","","","","","","",NA,NA,NA,"C8",45219,0.144,61,30181,"C",8
"","","","","","","","","",NA,NA,NA,"C8",45519,0.144,48,30329,"C",8
"","","","","","","","","",NA,NA,NA,"C8",45819,0.144,51,30049,"C",8
"","","","","","","","","",NA,NA,NA,"C8",46119,0.144,48,29451,"C",8
"","","","","","","","","",NA,NA,NA,"C8",46419,0.144,50,30779,"C",8
"","","","","","","","","",NA,NA,NA,"C8",46719,0.143,51,31419,"C",8
"","","","","","","","","",NA,NA,NA,"C8",47019,0.143,53,30250,"C",8
"","","","","","","","","",NA,NA,NA,"C8",47319,0.144,48,30937,"C",8
"","","","","","","","","",NA,NA,NA,"C8",47619,0.143,50,31258,"C",8
"","","","","","","","","",NA,NA,NA,"C8",47919,0.143,52,30151,"C",8
"","","","","","","","","",NA,NA,NA,"C8",48219,0.143,45,30614,"C",8
"","","","","","","","","",NA,NA,NA,"C8",48519,0.143,55,30470,"C",8
"","","","","","","","","",NA,NA,NA,"C8",48819,0.143,49,31061,"C",8
"","","","","","","","","",NA,NA,NA,"C8",49119,0.143,52,31168,"C",8
"","","","","","","","","",NA,NA,NA,"C8",49419,0.143,55,31323,"C",8
"","","","","","","","","",NA,NA,NA,"C8",49719,0.143,53,31201,"C",8
"","","","","","","","","",NA,NA,NA,"C8",50019,0.143,46,30529,"C",8
"","","","","","","","","",NA,NA,NA,"C8",50319,0.143,49,31193,"C",8
"","","","","","","","","",NA,NA,NA,"C8",50619,0.142,47,31277,"C",8
"","","","","","","","","",NA,NA,NA,"C8",50919,0.142,45,30482,"C",8
"","","","","","","","","",NA,NA,NA,"C8",51219,0.142,51,31238,"C",8
"","","","","","","","","",NA,NA,NA,"C8",51519,0.142,48,31863,"C",8
"","","","","","","","","",NA,NA,NA,"C8",51819,0.142,53,30811,"C",8
"","","","","","","","","",NA,NA,NA,"C8",52119,0.142,50,31211,"C",8
"","","","","","","","","",NA,NA,NA,"C8",52419,0.142,50,31351,"C",8
"","","","","","","","","",NA,NA,NA,"C8",52719,0.142,52,31417,"C",8
"","","","","","","","","",NA,NA,NA,"C8",53019,0.142,52,31283,"C",8
"","","","","","","","","",NA,NA,NA,"C8",53319,0.142,49,31469,"C",8
"","","","","","","","","",NA,NA,NA,"C8",53619,0.142,54,31630,"C",8
"","","","","","","","","",NA,NA,NA,"C8",53919,0.142,51,31329,"C",8
"","","","","","","","","",NA,NA,NA,"C8",54219,0.142,51,31735,"C",8
"","","","","","","","","",NA,NA,NA,"C8",54519,0.142,50,31441,"C",8
"","","","","","","","","",NA,NA,NA,"C8",54819,0.142,50,31438,"C",8
"","","","","","","","","",NA,NA,NA,"C8",55119,0.142,56,31865,"C",8
"","","","","","","","","",NA,NA,NA,"C8",55419,0.142,46,31557,"C",8
"","","","","","","","","",NA,NA,NA,"C8",55719,0.141,49,31251,"C",8
"","","","","","","","","",NA,NA,NA,"C8",56019,0.141,53,30915,"C",8
"","","","","","","","","",NA,NA,NA,"C8",56319,0.141,49,32184,"C",8
"","","","","","","","","",NA,NA,NA,"C8",56619,0.142,53,31522,"C",8
"","","","","","","","","",NA,NA,NA,"C8",56919,0.141,51,31965,"C",8
"","","","","","","","","",NA,NA,NA,"C8",57219,0.141,54,31362,"C",8
"","","","","","","","","",NA,NA,NA,"C8",57519,0.141,49,31782,"C",8
"","","","","","","","","",NA,NA,NA,"C8",57819,0.141,52,32692,"C",8
"","","","","","","","","",NA,NA,NA,"C8",58119,0.141,47,31579,"C",8
"","","","","","","","","",NA,NA,NA,"C8",58419,0.141,52,31860,"C",8
"","","","","","","","","",NA,NA,NA,"C8",58719,0.141,49,32236,"C",8
"","","","","","","","","",NA,NA,NA,"C8",59019,0.141,46,31719,"C",8
"","","","","","","","","",NA,NA,NA,"C8",59319,0.141,46,32760,"C",8
"","","","","","","","","",NA,NA,NA,"C8",59619,0.141,48,31948,"C",8
"","","","","","","","","",NA,NA,NA,"C8",59919,0.141,51,31592,"C",8
"","","","","","","","","",NA,NA,NA,"C8",60219,0.141,48,32053,"C",8
"","","","","","","","","",NA,NA,NA,"C8",60519,0.141,42,32136,"C",8
"","","","","","","","","",NA,NA,NA,"C8",60819,0.141,53,32386,"C",8
"","","","","","","","","",NA,NA,NA,"C8",61119,0.141,47,32787,"C",8
"","","","","","","","","",NA,NA,NA,"C8",61419,0.141,52,31389,"C",8
"","","","","","","","","",NA,NA,NA,"C8",61719,0.141,51,31895,"C",8
"","","","","","","","","",NA,NA,NA,"C8",62019,0.141,59,32599,"C",8
"","","","","","","","","",NA,NA,NA,"C8",62319,0.14,50,31485,"C",8
"","","","","","","","","",NA,NA,NA,"C8",62619,0.14,46,31680,"C",8
"","","","","","","","","",NA,NA,NA,"C8",62919,0.14,52,32005,"C",8
"","","","","","","","","",NA,NA,NA,"C8",63219,0.141,54,32254,"C",8
"","","","","","","","","",NA,NA,NA,"C8",63519,0.14,48,32530,"C",8
"","","","","","","","","",NA,NA,NA,"C8",63819,0.14,53,32576,"C",8
"","","","","","","","","",NA,NA,NA,"C8",64119,0.14,52,32652,"C",8
"","","","","","","","","",NA,NA,NA,"C8",64419,0.14,48,33296,"C",8
"","","","","","","","","",NA,NA,NA,"C8",64719,0.14,52,33372,"C",8
"","","","","","","","","",NA,NA,NA,"C8",65019,0.14,49,31866,"C",8
"","","","","","","","","",NA,NA,NA,"C8",65319,0.14,51,31917,"C",8
"","","","","","","","","",NA,NA,NA,"C8",65619,0.14,58,32947,"C",8
"","","","","","","","","",NA,NA,NA,"C8",65919,0.14,52,32972,"C",8
"","","","","","","","","",NA,NA,NA,"C8",66219,0.14,53,33451,"C",8
"","","","","","","","","",NA,NA,NA,"C8",66519,0.14,50,32674,"C",8
"","","","","","","","","",NA,NA,NA,"C8",66819,0.14,53,32186,"C",8
"","","","","","","","","",NA,NA,NA,"C8",67119,0.14,46,32270,"C",8
"","","","","","","","","",NA,NA,NA,"C8",67419,0.14,48,33054,"C",8
"","","","","","","","","",NA,NA,NA,"C8",67719,0.14,48,32570,"C",8
"","","","","","","","","",NA,NA,NA,"C8",68019,0.14,48,32675,"C",8
"","","","","","","","","",NA,NA,NA,"C8",68319,0.139,48,33584,"C",8
"","","","","","","","","",NA,NA,NA,"C8",68619,0.139,48,32493,"C",8
"","","","","","","","","",NA,NA,NA,"C8",68919,0.14,59,32435,"C",8
"","","","","","","","","",NA,NA,NA,"C8",69219,0.139,49,32657,"C",8
"","","","","","","","","",NA,NA,NA,"C8",69519,0.139,47,33029,"C",8
"","","","","","","","","",NA,NA,NA,"C8",69819,0.139,49,32500,"C",8
"","","","","","","","","",NA,NA,NA,"C8",70119,0.139,46,32243,"C",8
"","","","","","","","","",NA,NA,NA,"C8",70419,0.139,47,32794,"C",8
"","","","","","","","","",NA,NA,NA,"C8",70719,0.139,48,32895,"C",8
"","","","","","","","","",NA,NA,NA,"C8",71019,0.139,46,33388,"C",8
"","","","","","","","","",NA,NA,NA,"C8",71319,0.139,45,32013,"C",8
"","","","","","","","","",NA,NA,NA,"C8",71619,0.139,51,32034,"C",8
"","","","","","","","","",NA,NA,NA,"C8",71919,0.139,50,31752,"C",8
"","","","","","","","","",NA,NA,NA,"C8",72219,0.139,53,33144,"C",8
"","","","","","","","","",NA,NA,NA,"C8",72519,0.139,51,32824,"C",8
"","","","","","","","","",NA,NA,NA,"C8",72819,0.139,47,34096,"C",8
"","","","","","","","","",NA,NA,NA,"C8",73119,0.139,50,32959,"C",8
"","","","","","","","","",NA,NA,NA,"C8",73419,0.139,50,32706,"C",8
"","","","","","","","","",NA,NA,NA,"C8",73719,0.139,46,32835,"C",8
"","","","","","","","","",NA,NA,NA,"C8",74019,0.139,45,33098,"C",8
"","","","","","","","","",NA,NA,NA,"C8",74319,0.139,48,33736,"C",8
"","","","","","","","","",NA,NA,NA,"C8",74619,0.139,51,32682,"C",8
"","","","","","","","","",NA,NA,NA,"C8",74919,0.139,47,32618,"C",8
"","","","","","","","","",NA,NA,NA,"C8",75219,0.139,56,32945,"C",8
"","","","","","","","","",NA,NA,NA,"C8",75519,0.138,50,33868,"C",8
"","","","","","","","","",NA,NA,NA,"C8",75819,0.138,49,33249,"C",8
"","","","","","","","","",NA,NA,NA,"C8",76119,0.138,52,33408,"C",8
"","","","","","","","","",NA,NA,NA,"C8",76419,0.138,45,33177,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C8",0,NA,NA,NA,"C",8
"","","","","","","","","",NA,NA,NA,"C9",219,0.128,39,23884,"C",9
"","","","","","","","","",NA,NA,NA,"C9",519,0.127,35,22992,"C",9
"","","","","","","","","",NA,NA,NA,"C9",819,0.128,38,22830,"C",9
"","","","","","","","","",NA,NA,NA,"C9",1119,0.128,43,23256,"C",9
"","","","","","","","","",NA,NA,NA,"C9",1419,0.127,32,22952,"C",9
"","","","","","","","","",NA,NA,NA,"C9",1719,0.13,36,22466,"C",9
"","","","","","","","","",NA,NA,NA,"C9",2019,0.131,36,22283,"C",9
"","","","","","","","","",NA,NA,NA,"C9",2319,0.131,33,21937,"C",9
"","","","","","","","","",NA,NA,NA,"C9",2619,0.131,35,21536,"C",9
"","","","","","","","","",NA,NA,NA,"C9",2919,0.129,33,21501,"C",9
"","","","","","","","","",NA,NA,NA,"C9",3219,0.128,39,22365,"C",9
"","","","","","","","","",NA,NA,NA,"C9",3519,0.129,33,21962,"C",9
"","","","","","","","","",NA,NA,NA,"C9",3819,0.128,34,22223,"C",9
"","","","","","","","","",NA,NA,NA,"C9",4119,0.128,37,22331,"C",9
"","","","","","","","","",NA,NA,NA,"C9",4419,0.128,39,21925,"C",9
"","","","","","","","","",NA,NA,NA,"C9",4719,0.128,41,22193,"C",9
"","","","","","","","","",NA,NA,NA,"C9",5019,0.128,34,22645,"C",9
"","","","","","","","","",NA,NA,NA,"C9",5319,0.128,33,21811,"C",9
"","","","","","","","","",NA,NA,NA,"C9",5619,0.128,37,22435,"C",9
"","","","","","","","","",NA,NA,NA,"C9",5919,0.129,37,22826,"C",9
"","","","","","","","","",NA,NA,NA,"C9",6219,0.129,36,21917,"C",9
"","","","","","","","","",NA,NA,NA,"C9",6519,0.13,35,22384,"C",9
"","","","","","","","","",NA,NA,NA,"C9",6819,0.13,43,22468,"C",9
"","","","","","","","","",NA,NA,NA,"C9",7119,0.13,39,22519,"C",9
"","","","","","","","","",NA,NA,NA,"C9",7419,0.13,42,22510,"C",9
"","","","","","","","","",NA,NA,NA,"C9",7719,0.13,42,22378,"C",9
"","","","","","","","","",NA,NA,NA,"C9",8019,0.13,33,22122,"C",9
"","","","","","","","","",NA,NA,NA,"C9",8319,0.13,35,23217,"C",9
"","","","","","","","","",NA,NA,NA,"C9",8619,0.131,45,22682,"C",9
"","","","","","","","","",NA,NA,NA,"C9",8919,0.131,36,22678,"C",9
"","","","","","","","","",NA,NA,NA,"C9",9219,0.131,43,22816,"C",9
"","","","","","","","","",NA,NA,NA,"C9",9519,0.132,35,22149,"C",9
"","","","","","","","","",NA,NA,NA,"C9",9819,0.132,35,22813,"C",9
"","","","","","","","","",NA,NA,NA,"C9",10119,0.132,40,22597,"C",9
"","","","","","","","","",NA,NA,NA,"C9",10419,0.132,43,22714,"C",9
"","","","","","","","","",NA,NA,NA,"C9",10719,0.132,43,22533,"C",9
"","","","","","","","","",NA,NA,NA,"C9",11019,0.133,45,23215,"C",9
"","","","","","","","","",NA,NA,NA,"C9",11319,0.133,44,22882,"C",9
"","","","","","","","","",NA,NA,NA,"C9",11619,0.133,40,23251,"C",9
"","","","","","","","","",NA,NA,NA,"C9",11919,0.133,40,23347,"C",9
"","","","","","","","","",NA,NA,NA,"C9",12219,0.133,41,23912,"C",9
"","","","","","","","","",NA,NA,NA,"C9",12519,0.134,43,23582,"C",9
"","","","","","","","","",NA,NA,NA,"C9",12819,0.134,46,23082,"C",9
"","","","","","","","","",NA,NA,NA,"C9",13119,0.134,38,23827,"C",9
"","","","","","","","","",NA,NA,NA,"C9",13419,0.134,44,23304,"C",9
"","","","","","","","","",NA,NA,NA,"C9",13719,0.134,50,24176,"C",9
"","","","","","","","","",NA,NA,NA,"C9",14019,0.135,41,24383,"C",9
"","","","","","","","","",NA,NA,NA,"C9",14319,0.135,47,23690,"C",9
"","","","","","","","","",NA,NA,NA,"C9",14619,0.135,42,23880,"C",9
"","","","","","","","","",NA,NA,NA,"C9",14919,0.135,47,23958,"C",9
"","","","","","","","","",NA,NA,NA,"C9",15219,0.135,45,23704,"C",9
"","","","","","","","","",NA,NA,NA,"C9",15519,0.136,46,24061,"C",9
"","","","","","","","","",NA,NA,NA,"C9",15819,0.136,42,23155,"C",9
"","","","","","","","","",NA,NA,NA,"C9",16119,0.136,49,23936,"C",9
"","","","","","","","","",NA,NA,NA,"C9",16419,0.136,43,23697,"C",9
"","","","","","","","","",NA,NA,NA,"C9",16719,0.136,46,24706,"C",9
"","","","","","","","","",NA,NA,NA,"C9",17019,0.137,46,25233,"C",9
"","","","","","","","","",NA,NA,NA,"C9",17319,0.137,49,24561,"C",9
"","","","","","","","","",NA,NA,NA,"C9",17619,0.137,43,24513,"C",9
"","","","","","","","","",NA,NA,NA,"C9",17919,0.137,49,24425,"C",9
"","","","","","","","","",NA,NA,NA,"C9",18219,0.138,52,24926,"C",9
"","","","","","","","","",NA,NA,NA,"C9",18519,0.138,49,25093,"C",9
"","","","","","","","","",NA,NA,NA,"C9",18819,0.138,52,23909,"C",9
"","","","","","","","","",NA,NA,NA,"C9",19119,0.138,53,24483,"C",9
"","","","","","","","","",NA,NA,NA,"C9",19419,0.138,52,24746,"C",9
"","","","","","","","","",NA,NA,NA,"C9",19719,0.139,48,25104,"C",9
"","","","","","","","","",NA,NA,NA,"C9",20019,0.139,45,24523,"C",9
"","","","","","","","","",NA,NA,NA,"C9",20319,0.139,51,24925,"C",9
"","","","","","","","","",NA,NA,NA,"C9",20619,0.139,48,24596,"C",9
"","","","","","","","","",NA,NA,NA,"C9",20919,0.139,52,25616,"C",9
"","","","","","","","","",NA,NA,NA,"C9",21219,0.139,51,25767,"C",9
"","","","","","","","","",NA,NA,NA,"C9",21519,0.139,48,24398,"C",9
"","","","","","","","","",NA,NA,NA,"C9",21819,0.139,47,25413,"C",9
"","","","","","","","","",NA,NA,NA,"C9",22119,0.14,51,25529,"C",9
"","","","","","","","","",NA,NA,NA,"C9",22419,0.14,50,26124,"C",9
"","","","","","","","","",NA,NA,NA,"C9",22719,0.14,49,24808,"C",9
"","","","","","","","","",NA,NA,NA,"C9",23019,0.14,48,25872,"C",9
"","","","","","","","","",NA,NA,NA,"C9",23319,0.14,49,25343,"C",9
"","","","","","","","","",NA,NA,NA,"C9",23619,0.14,52,26110,"C",9
"","","","","","","","","",NA,NA,NA,"C9",23919,0.14,51,25454,"C",9
"","","","","","","","","",NA,NA,NA,"C9",24219,0.14,47,25832,"C",9
"","","","","","","","","",NA,NA,NA,"C9",24519,0.141,58,26120,"C",9
"","","","","","","","","",NA,NA,NA,"C9",24819,0.141,49,25780,"C",9
"","","","","","","","","",NA,NA,NA,"C9",25119,0.141,53,26302,"C",9
"","","","","","","","","",NA,NA,NA,"C9",25419,0.141,50,25501,"C",9
"","","","","","","","","",NA,NA,NA,"C9",25719,0.141,54,25910,"C",9
"","","","","","","","","",NA,NA,NA,"C9",26019,0.141,54,25637,"C",9
"","","","","","","","","",NA,NA,NA,"C9",26319,0.141,52,26088,"C",9
"","","","","","","","","",NA,NA,NA,"C9",26619,0.141,55,25975,"C",9
"","","","","","","","","",NA,NA,NA,"C9",26919,0.141,54,25859,"C",9
"","","","","","","","","",NA,NA,NA,"C9",27219,0.141,51,26719,"C",9
"","","","","","","","","",NA,NA,NA,"C9",27519,0.141,51,25812,"C",9
"","","","","","","","","",NA,NA,NA,"C9",27819,0.141,52,26473,"C",9
"","","","","","","","","",NA,NA,NA,"C9",28119,0.141,51,26439,"C",9
"","","","","","","","","",NA,NA,NA,"C9",28419,0.141,51,26934,"C",9
"","","","","","","","","",NA,NA,NA,"C9",28719,0.141,55,26108,"C",9
"","","","","","","","","",NA,NA,NA,"C9",29019,0.141,55,26631,"C",9
"","","","","","","","","",NA,NA,NA,"C9",29319,0.141,51,26271,"C",9
"","","","","","","","","",NA,NA,NA,"C9",29619,0.141,50,26908,"C",9
"","","","","","","","","",NA,NA,NA,"C9",29919,0.141,49,27023,"C",9
"","","","","","","","","",NA,NA,NA,"C9",30219,0.141,49,26879,"C",9
"","","","","","","","","",NA,NA,NA,"C9",30519,0.141,48,26164,"C",9
"","","","","","","","","",NA,NA,NA,"C9",30819,0.141,52,26897,"C",9
"","","","","","","","","",NA,NA,NA,"C9",31119,0.141,49,26773,"C",9
"","","","","","","","","",NA,NA,NA,"C9",31419,0.141,52,27110,"C",9
"","","","","","","","","",NA,NA,NA,"C9",31719,0.141,50,26845,"C",9
"","","","","","","","","",NA,NA,NA,"C9",32019,0.141,54,26842,"C",9
"","","","","","","","","",NA,NA,NA,"C9",32319,0.141,56,26992,"C",9
"","","","","","","","","",NA,NA,NA,"C9",32619,0.141,52,27357,"C",9
"","","","","","","","","",NA,NA,NA,"C9",32919,0.141,50,27804,"C",9
"","","","","","","","","",NA,NA,NA,"C9",33219,0.141,51,26386,"C",9
"","","","","","","","","",NA,NA,NA,"C9",33519,0.14,51,28208,"C",9
"","","","","","","","","",NA,NA,NA,"C9",33819,0.14,49,27509,"C",9
"","","","","","","","","",NA,NA,NA,"C9",34119,0.14,46,27116,"C",9
"","","","","","","","","",NA,NA,NA,"C9",34419,0.14,51,27125,"C",9
"","","","","","","","","",NA,NA,NA,"C9",34719,0.14,50,28015,"C",9
"","","","","","","","","",NA,NA,NA,"C9",35019,0.14,53,27216,"C",9
"","","","","","","","","",NA,NA,NA,"C9",35319,0.14,56,27804,"C",9
"","","","","","","","","",NA,NA,NA,"C9",35619,0.14,57,27368,"C",9
"","","","","","","","","",NA,NA,NA,"C9",35919,0.14,49,28717,"C",9
"","","","","","","","","",NA,NA,NA,"C9",36219,0.14,57,28013,"C",9
"","","","","","","","","",NA,NA,NA,"C9",36519,0.14,54,27594,"C",9
"","","","","","","","","",NA,NA,NA,"C9",36819,0.14,53,26880,"C",9
"","","","","","","","","",NA,NA,NA,"C9",37119,0.14,55,27776,"C",9
"","","","","","","","","",NA,NA,NA,"C9",37419,0.14,56,27811,"C",9
"","","","","","","","","",NA,NA,NA,"C9",37719,0.14,50,28666,"C",9
"","","","","","","","","",NA,NA,NA,"C9",38019,0.14,56,28910,"C",9
"","","","","","","","","",NA,NA,NA,"C9",38319,0.14,48,27621,"C",9
"","","","","","","","","",NA,NA,NA,"C9",38619,0.139,53,27654,"C",9
"","","","","","","","","",NA,NA,NA,"C9",38919,0.14,48,27705,"C",9
"","","","","","","","","",NA,NA,NA,"C9",39219,0.14,47,28126,"C",9
"","","","","","","","","",NA,NA,NA,"C9",39519,0.139,53,27899,"C",9
"","","","","","","","","",NA,NA,NA,"C9",39819,0.139,53,28655,"C",9
"","","","","","","","","",NA,NA,NA,"C9",40119,0.14,50,27527,"C",9
"","","","","","","","","",NA,NA,NA,"C9",40419,0.14,55,28098,"C",9
"","","","","","","","","",NA,NA,NA,"C9",40719,0.14,53,27766,"C",9
"","","","","","","","","",NA,NA,NA,"C9",41019,0.139,48,28923,"C",9
"","","","","","","","","",NA,NA,NA,"C9",41319,0.139,63,28677,"C",9
"","","","","","","","","",NA,NA,NA,"C9",41619,0.14,53,29575,"C",9
"","","","","","","","","",NA,NA,NA,"C9",41919,0.14,52,29056,"C",9
"","","","","","","","","",NA,NA,NA,"C9",42219,0.139,51,28203,"C",9
"","","","","","","","","",NA,NA,NA,"C9",42519,0.139,48,28577,"C",9
"","","","","","","","","",NA,NA,NA,"C9",42819,0.139,52,28688,"C",9
"","","","","","","","","",NA,NA,NA,"C9",43119,0.139,45,28436,"C",9
"","","","","","","","","",NA,NA,NA,"C9",43419,0.139,52,28842,"C",9
"","","","","","","","","",NA,NA,NA,"C9",43719,0.139,52,28169,"C",9
"","","","","","","","","",NA,NA,NA,"C9",44019,0.139,53,28818,"C",9
"","","","","","","","","",NA,NA,NA,"C9",44319,0.139,55,28484,"C",9
"","","","","","","","","",NA,NA,NA,"C9",44619,0.139,59,29541,"C",9
"","","","","","","","","",NA,NA,NA,"C9",44919,0.139,62,29825,"C",9
"","","","","","","","","",NA,NA,NA,"C9",45219,0.139,58,28976,"C",9
"","","","","","","","","",NA,NA,NA,"C9",45519,0.139,49,28553,"C",9
"","","","","","","","","",NA,NA,NA,"C9",45819,0.139,59,29935,"C",9
"","","","","","","","","",NA,NA,NA,"C9",46119,0.139,55,29068,"C",9
"","","","","","","","","",NA,NA,NA,"C9",46419,0.139,50,29892,"C",9
"","","","","","","","","",NA,NA,NA,"C9",46719,0.139,53,29377,"C",9
"","","","","","","","","",NA,NA,NA,"C9",47019,0.139,52,28577,"C",9
"","","","","","","","","",NA,NA,NA,"C9",47319,0.139,49,28970,"C",9
