"ï..strain","host","plasmid","plasmid_2","strain_2","media","sugar","amino_acids","inducer","concentration","init_ratio","init_dilution","well","time","600","mApple2:579,616","mNeon:479,520","row","column"
"","","","","","","","","",NA,NA,NA,"A1",219,0.123,11,20163,"A",1
"","","","","","","","","",NA,NA,NA,"A1",519,0.123,10,18962,"A",1
"","","","","","","","","",NA,NA,NA,"A1",819,0.123,11,19556,"A",1
"","","","","","","","","",NA,NA,NA,"A1",1119,0.123,10,19277,"A",1
"","","","","","","","","",NA,NA,NA,"A1",1419,0.123,8,19136,"A",1
"","","","","","","","","",NA,NA,NA,"A1",1719,0.123,10,19312,"A",1
"","","","","","","","","",NA,NA,NA,"A1",2019,0.123,12,18337,"A",1
"","","","","","","","","",NA,NA,NA,"A1",2319,0.123,13,18735,"A",1
"","","","","","","","","",NA,NA,NA,"A1",2619,0.123,8,19589,"A",1
"","","","","","","","","",NA,NA,NA,"A1",2919,0.123,8,17646,"A",1
"","","","","","","","","",NA,NA,NA,"A1",3219,0.123,11,19163,"A",1
"","","","","","","","","",NA,NA,NA,"A1",3519,0.123,12,18289,"A",1
"","","","","","","","","",NA,NA,NA,"A1",3819,0.123,9,19288,"A",1
"","","","","","","","","",NA,NA,NA,"A1",4119,0.123,11,18675,"A",1
"","","","","","","","","",NA,NA,NA,"A1",4419,0.123,9,18497,"A",1
"","","","","","","","","",NA,NA,NA,"A1",4719,0.123,12,19092,"A",1
"","","","","","","","","",NA,NA,NA,"A1",5019,0.123,10,19712,"A",1
"","","","","","","","","",NA,NA,NA,"A1",5319,0.123,8,18995,"A",1
"","","","","","","","","",NA,NA,NA,"A1",5619,0.123,10,18903,"A",1
"","","","","","","","","",NA,NA,NA,"A1",5919,0.123,10,19188,"A",1
"","","","","","","","","",NA,NA,NA,"A1",6219,0.123,10,18978,"A",1
"","","","","","","","","",NA,NA,NA,"A1",6519,0.123,10,18428,"A",1
"","","","","","","","","",NA,NA,NA,"A1",6819,0.123,8,18732,"A",1
"","","","","","","","","",NA,NA,NA,"A1",7119,0.123,12,18508,"A",1
"","","","","","","","","",NA,NA,NA,"A1",7419,0.123,13,18418,"A",1
"","","","","","","","","",NA,NA,NA,"A1",7719,0.123,9,18724,"A",1
"","","","","","","","","",NA,NA,NA,"A1",8019,0.123,11,18399,"A",1
"","","","","","","","","",NA,NA,NA,"A1",8319,0.123,11,18605,"A",1
"","","","","","","","","",NA,NA,NA,"A1",8619,0.123,10,18228,"A",1
"","","","","","","","","",NA,NA,NA,"A1",8919,0.123,9,18052,"A",1
"","","","","","","","","",NA,NA,NA,"A1",9219,0.123,8,18889,"A",1
"","","","","","","","","",NA,NA,NA,"A1",9519,0.123,12,18295,"A",1
"","","","","","","","","",NA,NA,NA,"A1",9819,0.123,10,18862,"A",1
"","","","","","","","","",NA,NA,NA,"A1",10119,0.123,11,18880,"A",1
"","","","","","","","","",NA,NA,NA,"A1",10419,0.123,11,18273,"A",1
"","","","","","","","","",NA,NA,NA,"A1",10719,0.123,11,18521,"A",1
"","","","","","","","","",NA,NA,NA,"A1",11019,0.123,11,18559,"A",1
"","","","","","","","","",NA,NA,NA,"A1",11319,0.123,8,18910,"A",1
"","","","","","","","","",NA,NA,NA,"A1",11619,0.123,7,18224,"A",1
"","","","","","","","","",NA,NA,NA,"A1",11919,0.123,11,17977,"A",1
"","","","","","","","","",NA,NA,NA,"A1",12219,0.123,9,18309,"A",1
"","","","","","","","","",NA,NA,NA,"A1",12519,0.123,10,18704,"A",1
"","","","","","","","","",NA,NA,NA,"A1",12819,0.122,7,18171,"A",1
"","","","","","","","","",NA,NA,NA,"A1",13119,0.123,9,18092,"A",1
"","","","","","","","","",NA,NA,NA,"A1",13419,0.123,9,17984,"A",1
"","","","","","","","","",NA,NA,NA,"A1",13719,0.123,12,18664,"A",1
"","","","","","","","","",NA,NA,NA,"A1",14019,0.123,10,18900,"A",1
"","","","","","","","","",NA,NA,NA,"A1",14319,0.123,11,18464,"A",1
"","","","","","","","","",NA,NA,NA,"A1",14619,0.123,12,18110,"A",1
"","","","","","","","","",NA,NA,NA,"A1",14919,0.123,11,18265,"A",1
"","","","","","","","","",NA,NA,NA,"A1",15219,0.122,10,18618,"A",1
"","","","","","","","","",NA,NA,NA,"A1",15519,0.122,10,18323,"A",1
"","","","","","","","","",NA,NA,NA,"A1",15819,0.123,11,18858,"A",1
"","","","","","","","","",NA,NA,NA,"A1",16119,0.123,10,18525,"A",1
"","","","","","","","","",NA,NA,NA,"A1",16419,0.122,7,18721,"A",1
"","","","","","","","","",NA,NA,NA,"A1",16719,0.122,10,18087,"A",1
"","","","","","","","","",NA,NA,NA,"A1",17019,0.122,10,18447,"A",1
"","","","","","","","","",NA,NA,NA,"A1",17319,0.123,7,18307,"A",1
"","","","","","","","","",NA,NA,NA,"A1",17619,0.123,9,18750,"A",1
"","","","","","","","","",NA,NA,NA,"A1",17919,0.122,11,18150,"A",1
"","","","","","","","","",NA,NA,NA,"A1",18219,0.122,10,18541,"A",1
"","","","","","","","","",NA,NA,NA,"A1",18519,0.123,11,18660,"A",1
"","","","","","","","","",NA,NA,NA,"A1",18819,0.122,10,19133,"A",1
"","","","","","","","","",NA,NA,NA,"A1",19119,0.123,10,18278,"A",1
"","","","","","","","","",NA,NA,NA,"A1",19419,0.123,11,18764,"A",1
"","","","","","","","","",NA,NA,NA,"A1",19719,0.122,9,18774,"A",1
"","","","","","","","","",NA,NA,NA,"A1",20019,0.122,8,18897,"A",1
"","","","","","","","","",NA,NA,NA,"A1",20319,0.122,10,18787,"A",1
"","","","","","","","","",NA,NA,NA,"A1",20619,0.123,8,18945,"A",1
"","","","","","","","","",NA,NA,NA,"A1",20919,0.122,9,18240,"A",1
"","","","","","","","","",NA,NA,NA,"A1",21219,0.123,11,18400,"A",1
"","","","","","","","","",NA,NA,NA,"A1",21519,0.122,11,17739,"A",1
"","","","","","","","","",NA,NA,NA,"A1",21819,0.122,9,18734,"A",1
"","","","","","","","","",NA,NA,NA,"A1",22119,0.122,8,18434,"A",1
"","","","","","","","","",NA,NA,NA,"A1",22419,0.122,10,18083,"A",1
"","","","","","","","","",NA,NA,NA,"A1",22719,0.122,9,17863,"A",1
"","","","","","","","","",NA,NA,NA,"A1",23019,0.122,8,17900,"A",1
"","","","","","","","","",NA,NA,NA,"A1",23319,0.122,11,18011,"A",1
"","","","","","","","","",NA,NA,NA,"A1",23619,0.122,12,18394,"A",1
"","","","","","","","","",NA,NA,NA,"A1",23919,0.122,10,18576,"A",1
"","","","","","","","","",NA,NA,NA,"A1",24219,0.122,9,18818,"A",1
"","","","","","","","","",NA,NA,NA,"A1",24519,0.122,10,18582,"A",1
"","","","","","","","","",NA,NA,NA,"A1",24819,0.122,7,18852,"A",1
"","","","","","","","","",NA,NA,NA,"A1",25119,0.122,10,18631,"A",1
"","","","","","","","","",NA,NA,NA,"A1",25419,0.122,9,17748,"A",1
"","","","","","","","","",NA,NA,NA,"A1",25719,0.122,11,18121,"A",1
"","","","","","","","","",NA,NA,NA,"A1",26019,0.122,8,18294,"A",1
"","","","","","","","","",NA,NA,NA,"A1",26319,0.122,11,18275,"A",1
"","","","","","","","","",NA,NA,NA,"A1",26619,0.122,9,18663,"A",1
"","","","","","","","","",NA,NA,NA,"A1",26919,0.122,12,18066,"A",1
"","","","","","","","","",NA,NA,NA,"A1",27219,0.122,10,18433,"A",1
"","","","","","","","","",NA,NA,NA,"A1",27519,0.122,9,18128,"A",1
"","","","","","","","","",NA,NA,NA,"A1",27819,0.122,12,18078,"A",1
"","","","","","","","","",NA,NA,NA,"A1",28119,0.122,9,18273,"A",1
"","","","","","","","","",NA,NA,NA,"A1",28419,0.122,12,17926,"A",1
"","","","","","","","","",NA,NA,NA,"A1",28719,0.122,11,18658,"A",1
"","","","","","","","","",NA,NA,NA,"A1",29019,0.122,8,17942,"A",1
"","","","","","","","","",NA,NA,NA,"A1",29319,0.122,11,18074,"A",1
"","","","","","","","","",NA,NA,NA,"A1",29619,0.122,10,18526,"A",1
"","","","","","","","","",NA,NA,NA,"A1",29919,0.122,11,17956,"A",1
"","","","","","","","","",NA,NA,NA,"A1",30219,0.122,10,18161,"A",1
"","","","","","","","","",NA,NA,NA,"A1",30519,0.122,12,17727,"A",1
"","","","","","","","","",NA,NA,NA,"A1",30819,0.122,8,18327,"A",1
"","","","","","","","","",NA,NA,NA,"A1",31119,0.122,10,18263,"A",1
"","","","","","","","","",NA,NA,NA,"A1",31419,0.122,12,18966,"A",1
"","","","","","","","","",NA,NA,NA,"A1",31719,0.122,8,17875,"A",1
"","","","","","","","","",NA,NA,NA,"A1",32019,0.122,9,17647,"A",1
"","","","","","","","","",NA,NA,NA,"A1",32319,0.122,7,18393,"A",1
"","","","","","","","","",NA,NA,NA,"A1",32619,0.122,9,18288,"A",1
"","","","","","","","","",NA,NA,NA,"A1",32919,0.122,11,18496,"A",1
"","","","","","","","","",NA,NA,NA,"A1",33219,0.122,11,18313,"A",1
"","","","","","","","","",NA,NA,NA,"A1",33519,0.122,11,19031,"A",1
"","","","","","","","","",NA,NA,NA,"A1",33819,0.122,8,18100,"A",1
"","","","","","","","","",NA,NA,NA,"A1",34119,0.122,9,19110,"A",1
"","","","","","","","","",NA,NA,NA,"A1",34419,0.122,8,18114,"A",1
"","","","","","","","","",NA,NA,NA,"A1",34719,0.122,11,17781,"A",1
"","","","","","","","","",NA,NA,NA,"A1",35019,0.122,11,17945,"A",1
"","","","","","","","","",NA,NA,NA,"A1",35319,0.122,10,17997,"A",1
"","","","","","","","","",NA,NA,NA,"A1",35619,0.122,10,18689,"A",1
"","","","","","","","","",NA,NA,NA,"A1",35919,0.122,9,17903,"A",1
"","","","","","","","","",NA,NA,NA,"A1",36219,0.122,11,18127,"A",1
"","","","","","","","","",NA,NA,NA,"A1",36519,0.122,9,18702,"A",1
"","","","","","","","","",NA,NA,NA,"A1",36819,0.122,9,18746,"A",1
"","","","","","","","","",NA,NA,NA,"A1",37119,0.122,8,18194,"A",1
"","","","","","","","","",NA,NA,NA,"A1",37419,0.122,10,17784,"A",1
"","","","","","","","","",NA,NA,NA,"A1",37719,0.122,10,17875,"A",1
"","","","","","","","","",NA,NA,NA,"A1",38019,0.122,7,18548,"A",1
"","","","","","","","","",NA,NA,NA,"A1",38319,0.122,8,18141,"A",1
"","","","","","","","","",NA,NA,NA,"A1",38619,0.122,9,18132,"A",1
"","","","","","","","","",NA,NA,NA,"A1",38919,0.122,8,17902,"A",1
"","","","","","","","","",NA,NA,NA,"A1",39219,0.122,10,18589,"A",1
"","","","","","","","","",NA,NA,NA,"A1",39519,0.122,8,18164,"A",1
"","","","","","","","","",NA,NA,NA,"A1",39819,0.122,10,18845,"A",1
"","","","","","","","","",NA,NA,NA,"A1",40119,0.122,8,18468,"A",1
"","","","","","","","","",NA,NA,NA,"A1",40419,0.122,10,18288,"A",1
"","","","","","","","","",NA,NA,NA,"A1",40719,0.122,7,18024,"A",1
"","","","","","","","","",NA,NA,NA,"A1",41019,0.122,10,18271,"A",1
"","","","","","","","","",NA,NA,NA,"A1",41319,0.122,10,18149,"A",1
"","","","","","","","","",NA,NA,NA,"A1",41619,0.122,9,18022,"A",1
"","","","","","","","","",NA,NA,NA,"A1",41919,0.122,10,18000,"A",1
"","","","","","","","","",NA,NA,NA,"A1",42219,0.122,9,18852,"A",1
"","","","","","","","","",NA,NA,NA,"A1",42519,0.122,8,18077,"A",1
"","","","","","","","","",NA,NA,NA,"A1",42819,0.122,11,18377,"A",1
"","","","","","","","","",NA,NA,NA,"A1",43119,0.122,10,18234,"A",1
"","","","","","","","","",NA,NA,NA,"A1",43419,0.122,9,18643,"A",1
"","","","","","","","","",NA,NA,NA,"A1",43719,0.122,9,18113,"A",1
"","","","","","","","","",NA,NA,NA,"A1",44019,0.122,12,18690,"A",1
"","","","","","","","","",NA,NA,NA,"A1",44319,0.122,9,17968,"A",1
"","","","","","","","","",NA,NA,NA,"A1",44619,0.122,9,18104,"A",1
"","","","","","","","","",NA,NA,NA,"A1",44919,0.122,8,18543,"A",1
"","","","","","","","","",NA,NA,NA,"A1",45219,0.122,9,17430,"A",1
"","","","","","","","","",NA,NA,NA,"A1",45519,0.122,12,18029,"A",1
"","","","","","","","","",NA,NA,NA,"A1",45819,0.122,10,18738,"A",1
"","","","","","","","","",NA,NA,NA,"A1",46119,0.122,10,18449,"A",1
"","","","","","","","","",NA,NA,NA,"A1",46419,0.122,11,18264,"A",1
"","","","","","","","","",NA,NA,NA,"A1",46719,0.122,9,18242,"A",1
"","","","","","","","","",NA,NA,NA,"A1",47019,0.122,11,18440,"A",1
"","","","","","","","","",NA,NA,NA,"A1",47319,0.122,8,18069,"A",1
"","","","","","","","","",NA,NA,NA,"A1",47619,0.122,12,19171,"A",1
"","","","","","","","","",NA,NA,NA,"A1",47919,0.122,12,18765,"A",1
"","","","","","","","","",NA,NA,NA,"A1",48219,0.122,8,18102,"A",1
"","","","","","","","","",NA,NA,NA,"A1",48519,0.122,8,18158,"A",1
"","","","","","","","","",NA,NA,NA,"A1",48819,0.122,12,17995,"A",1
"","","","","","","","","",NA,NA,NA,"A1",49119,0.122,10,18232,"A",1
"","","","","","","","","",NA,NA,NA,"A1",49419,0.122,10,18623,"A",1
"","","","","","","","","",NA,NA,NA,"A1",49719,0.122,9,18755,"A",1
"","","","","","","","","",NA,NA,NA,"A1",50019,0.122,12,18510,"A",1
"","","","","","","","","",NA,NA,NA,"A1",50319,0.122,11,18305,"A",1
"","","","","","","","","",NA,NA,NA,"A1",50619,0.122,9,18723,"A",1
"","","","","","","","","",NA,NA,NA,"A1",50919,0.122,10,18550,"A",1
"","","","","","","","","",NA,NA,NA,"A1",51219,0.122,8,18220,"A",1
"","","","","","","","","",NA,NA,NA,"A1",51519,0.122,10,18216,"A",1
"","","","","","","","","",NA,NA,NA,"A1",51819,0.122,9,18205,"A",1
"","","","","","","","","",NA,NA,NA,"A1",52119,0.122,9,18135,"A",1
"","","","","","","","","",NA,NA,NA,"A1",52419,0.122,11,18081,"A",1
"","","","","","","","","",NA,NA,NA,"A1",52719,0.122,11,18502,"A",1
"","","","","","","","","",NA,NA,NA,"A1",53019,0.122,9,18736,"A",1
"","","","","","","","","",NA,NA,NA,"A1",53319,0.122,9,18479,"A",1
"","","","","","","","","",NA,NA,NA,"A1",53619,0.122,9,18522,"A",1
"","","","","","","","","",NA,NA,NA,"A1",53919,0.122,12,18311,"A",1
"","","","","","","","","",NA,NA,NA,"A1",54219,0.122,8,18458,"A",1
"","","","","","","","","",NA,NA,NA,"A1",54519,0.122,10,18064,"A",1
"","","","","","","","","",NA,NA,NA,"A1",54819,0.122,11,18253,"A",1
"","","","","","","","","",NA,NA,NA,"A1",55119,0.122,9,18576,"A",1
"","","","","","","","","",NA,NA,NA,"A1",55419,0.122,9,18377,"A",1
"","","","","","","","","",NA,NA,NA,"A1",55719,0.122,8,17988,"A",1
"","","","","","","","","",NA,NA,NA,"A1",56019,0.122,11,18531,"A",1
"","","","","","","","","",NA,NA,NA,"A1",56319,0.122,8,18101,"A",1
"","","","","","","","","",NA,NA,NA,"A1",56619,0.122,10,17863,"A",1
"","","","","","","","","",NA,NA,NA,"A1",56919,0.122,10,18140,"A",1
"","","","","","","","","",NA,NA,NA,"A1",57219,0.122,9,18271,"A",1
"","","","","","","","","",NA,NA,NA,"A1",57519,0.122,8,18250,"A",1
"","","","","","","","","",NA,NA,NA,"A1",57819,0.122,6,17964,"A",1
"","","","","","","","","",NA,NA,NA,"A1",58119,0.122,12,18298,"A",1
"","","","","","","","","",NA,NA,NA,"A1",58419,0.122,6,18640,"A",1
"","","","","","","","","",NA,NA,NA,"A1",58719,0.122,10,18443,"A",1
"","","","","","","","","",NA,NA,NA,"A1",59019,0.122,10,18573,"A",1
"","","","","","","","","",NA,NA,NA,"A1",59319,0.122,8,18149,"A",1
"","","","","","","","","",NA,NA,NA,"A1",59619,0.122,8,18263,"A",1
"","","","","","","","","",NA,NA,NA,"A1",59919,0.122,8,18317,"A",1
"","","","","","","","","",NA,NA,NA,"A1",60219,0.122,10,18394,"A",1
"","","","","","","","","",NA,NA,NA,"A1",60519,0.122,11,18363,"A",1
"","","","","","","","","",NA,NA,NA,"A1",60819,0.122,11,18359,"A",1
"","","","","","","","","",NA,NA,NA,"A1",61119,0.122,9,18501,"A",1
"","","","","","","","","",NA,NA,NA,"A1",61419,0.122,12,18614,"A",1
"","","","","","","","","",NA,NA,NA,"A1",61719,0.122,13,18189,"A",1
"","","","","","","","","",NA,NA,NA,"A1",62019,0.122,9,18348,"A",1
"","","","","","","","","",NA,NA,NA,"A1",62319,0.122,12,18504,"A",1
"","","","","","","","","",NA,NA,NA,"A1",62619,0.122,12,18353,"A",1
"","","","","","","","","",NA,NA,NA,"A1",62919,0.122,10,18281,"A",1
"","","","","","","","","",NA,NA,NA,"A1",63219,0.122,10,18281,"A",1
"","","","","","","","","",NA,NA,NA,"A1",63519,0.122,7,18360,"A",1
"","","","","","","","","",NA,NA,NA,"A1",63819,0.122,8,18388,"A",1
"","","","","","","","","",NA,NA,NA,"A1",64119,0.122,8,18236,"A",1
"","","","","","","","","",NA,NA,NA,"A1",64419,0.122,8,19301,"A",1
"","","","","","","","","",NA,NA,NA,"A1",64719,0.122,10,18330,"A",1
"","","","","","","","","",NA,NA,NA,"A1",65019,0.122,9,17782,"A",1
"","","","","","","","","",NA,NA,NA,"A1",65319,0.122,10,18455,"A",1
"","","","","","","","","",NA,NA,NA,"A1",65619,0.122,10,18718,"A",1
"","","","","","","","","",NA,NA,NA,"A1",65919,0.122,8,18303,"A",1
"","","","","","","","","",NA,NA,NA,"A1",66219,0.122,9,18634,"A",1
"","","","","","","","","",NA,NA,NA,"A1",66519,0.122,11,18448,"A",1
"","","","","","","","","",NA,NA,NA,"A1",66819,0.122,9,17937,"A",1
"","","","","","","","","",NA,NA,NA,"A1",67119,0.122,11,18792,"A",1
"","","","","","","","","",NA,NA,NA,"A1",67419,0.122,11,18554,"A",1
"","","","","","","","","",NA,NA,NA,"A1",67719,0.122,8,18158,"A",1
"","","","","","","","","",NA,NA,NA,"A1",68019,0.122,8,18262,"A",1
"","","","","","","","","",NA,NA,NA,"A1",68319,0.122,10,18331,"A",1
"","","","","","","","","",NA,NA,NA,"A1",68619,0.122,6,18003,"A",1
"","","","","","","","","",NA,NA,NA,"A1",68919,0.122,13,18136,"A",1
"","","","","","","","","",NA,NA,NA,"A1",69219,0.122,11,18046,"A",1
"","","","","","","","","",NA,NA,NA,"A1",69519,0.122,9,18313,"A",1
"","","","","","","","","",NA,NA,NA,"A1",69819,0.122,9,18656,"A",1
"","","","","","","","","",NA,NA,NA,"A1",70119,0.122,8,18696,"A",1
"","","","","","","","","",NA,NA,NA,"A1",70419,0.122,11,18708,"A",1
"","","","","","","","","",NA,NA,NA,"A1",70719,0.122,10,17531,"A",1
"","","","","","","","","",NA,NA,NA,"A1",71019,0.122,11,18367,"A",1
"","","","","","","","","",NA,NA,NA,"A1",71319,0.122,10,18213,"A",1
"","","","","","","","","",NA,NA,NA,"A1",71619,0.122,10,18190,"A",1
"","","","","","","","","",NA,NA,NA,"A1",71919,0.122,9,18512,"A",1
"","","","","","","","","",NA,NA,NA,"A1",72219,0.122,12,17817,"A",1
"","","","","","","","","",NA,NA,NA,"A1",72519,0.122,7,18887,"A",1
"","","","","","","","","",NA,NA,NA,"A1",72819,0.122,10,18509,"A",1
"","","","","","","","","",NA,NA,NA,"A1",73119,0.122,7,17880,"A",1
"","","","","","","","","",NA,NA,NA,"A1",73419,0.122,8,18303,"A",1
"","","","","","","","","",NA,NA,NA,"A1",73719,0.122,7,18340,"A",1
"","","","","","","","","",NA,NA,NA,"A1",74019,0.122,7,18166,"A",1
"","","","","","","","","",NA,NA,NA,"A1",74319,0.122,10,17984,"A",1
"","","","","","","","","",NA,NA,NA,"A1",74619,0.122,9,18413,"A",1
"","","","","","","","","",NA,NA,NA,"A1",74919,0.122,8,17638,"A",1
"","","","","","","","","",NA,NA,NA,"A1",75219,0.122,10,18279,"A",1
"","","","","","","","","",NA,NA,NA,"A1",75519,0.122,10,18500,"A",1
"","","","","","","","","",NA,NA,NA,"A1",75819,0.122,11,18156,"A",1
"","","","","","","","","",NA,NA,NA,"A1",76119,0.122,10,18157,"A",1
"","","","","","","","","",NA,NA,NA,"A1",76419,0.122,9,17990,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A1",0,NA,NA,NA,"A",1
"","","","","","","","","",NA,NA,NA,"A2",219,0.148,25,22748,"A",2
"","","","","","","","","",NA,NA,NA,"A2",519,0.148,25,22134,"A",2
"","","","","","","","","",NA,NA,NA,"A2",819,0.149,27,21460,"A",2
"","","","","","","","","",NA,NA,NA,"A2",1119,0.147,22,21725,"A",2
"","","","","","","","","",NA,NA,NA,"A2",1419,0.148,25,21395,"A",2
"","","","","","","","","",NA,NA,NA,"A2",1719,0.147,26,22633,"A",2
"","","","","","","","","",NA,NA,NA,"A2",2019,0.147,29,21770,"A",2
"","","","","","","","","",NA,NA,NA,"A2",2319,0.147,27,22467,"A",2
"","","","","","","","","",NA,NA,NA,"A2",2619,0.146,25,20783,"A",2
"","","","","","","","","",NA,NA,NA,"A2",2919,0.147,25,22159,"A",2
"","","","","","","","","",NA,NA,NA,"A2",3219,0.147,30,21674,"A",2
"","","","","","","","","",NA,NA,NA,"A2",3519,0.148,21,21402,"A",2
"","","","","","","","","",NA,NA,NA,"A2",3819,0.148,25,21818,"A",2
"","","","","","","","","",NA,NA,NA,"A2",4119,0.148,30,21806,"A",2
"","","","","","","","","",NA,NA,NA,"A2",4419,0.148,28,21712,"A",2
"","","","","","","","","",NA,NA,NA,"A2",4719,0.148,25,21099,"A",2
"","","","","","","","","",NA,NA,NA,"A2",5019,0.149,30,21243,"A",2
"","","","","","","","","",NA,NA,NA,"A2",5319,0.148,27,22083,"A",2
"","","","","","","","","",NA,NA,NA,"A2",5619,0.148,24,21622,"A",2
"","","","","","","","","",NA,NA,NA,"A2",5919,0.149,27,21521,"A",2
"","","","","","","","","",NA,NA,NA,"A2",6219,0.149,26,21788,"A",2
"","","","","","","","","",NA,NA,NA,"A2",6519,0.149,23,21812,"A",2
"","","","","","","","","",NA,NA,NA,"A2",6819,0.149,29,20966,"A",2
"","","","","","","","","",NA,NA,NA,"A2",7119,0.149,23,21766,"A",2
"","","","","","","","","",NA,NA,NA,"A2",7419,0.149,27,22105,"A",2
"","","","","","","","","",NA,NA,NA,"A2",7719,0.149,24,21449,"A",2
"","","","","","","","","",NA,NA,NA,"A2",8019,0.15,28,21895,"A",2
"","","","","","","","","",NA,NA,NA,"A2",8319,0.149,28,21827,"A",2
"","","","","","","","","",NA,NA,NA,"A2",8619,0.15,23,21757,"A",2
"","","","","","","","","",NA,NA,NA,"A2",8919,0.15,28,22145,"A",2
"","","","","","","","","",NA,NA,NA,"A2",9219,0.15,27,21614,"A",2
"","","","","","","","","",NA,NA,NA,"A2",9519,0.15,33,22359,"A",2
"","","","","","","","","",NA,NA,NA,"A2",9819,0.15,31,22815,"A",2
"","","","","","","","","",NA,NA,NA,"A2",10119,0.15,29,22201,"A",2
"","","","","","","","","",NA,NA,NA,"A2",10419,0.15,34,22261,"A",2
"","","","","","","","","",NA,NA,NA,"A2",10719,0.15,30,21908,"A",2
"","","","","","","","","",NA,NA,NA,"A2",11019,0.15,30,22098,"A",2
"","","","","","","","","",NA,NA,NA,"A2",11319,0.15,27,22369,"A",2
"","","","","","","","","",NA,NA,NA,"A2",11619,0.15,26,22084,"A",2
"","","","","","","","","",NA,NA,NA,"A2",11919,0.151,31,21939,"A",2
"","","","","","","","","",NA,NA,NA,"A2",12219,0.151,31,22505,"A",2
"","","","","","","","","",NA,NA,NA,"A2",12519,0.152,35,22130,"A",2
"","","","","","","","","",NA,NA,NA,"A2",12819,0.152,28,22253,"A",2
"","","","","","","","","",NA,NA,NA,"A2",13119,0.152,29,22097,"A",2
"","","","","","","","","",NA,NA,NA,"A2",13419,0.152,28,22601,"A",2
"","","","","","","","","",NA,NA,NA,"A2",13719,0.152,29,22717,"A",2
"","","","","","","","","",NA,NA,NA,"A2",14019,0.152,32,22657,"A",2
"","","","","","","","","",NA,NA,NA,"A2",14319,0.153,26,22468,"A",2
"","","","","","","","","",NA,NA,NA,"A2",14619,0.152,26,22158,"A",2
"","","","","","","","","",NA,NA,NA,"A2",14919,0.153,27,22783,"A",2
"","","","","","","","","",NA,NA,NA,"A2",15219,0.153,30,22253,"A",2
"","","","","","","","","",NA,NA,NA,"A2",15519,0.152,27,22086,"A",2
"","","","","","","","","",NA,NA,NA,"A2",15819,0.153,25,22664,"A",2
"","","","","","","","","",NA,NA,NA,"A2",16119,0.154,24,22061,"A",2
"","","","","","","","","",NA,NA,NA,"A2",16419,0.154,30,22276,"A",2
"","","","","","","","","",NA,NA,NA,"A2",16719,0.153,31,22039,"A",2
"","","","","","","","","",NA,NA,NA,"A2",17019,0.154,27,22428,"A",2
"","","","","","","","","",NA,NA,NA,"A2",17319,0.153,29,22943,"A",2
"","","","","","","","","",NA,NA,NA,"A2",17619,0.154,33,23449,"A",2
